"ROI","Mean","Channel","Frame","Time","Sensor_Name","ROI_Name"
6,38.037,2,1061,3180,"RFP","background"
1,5.494,1,1062,3183,"GFP","Airpore Old 1"
2,5.977,1,1062,3183,"GFP","Airpore Old 2"
3,7.035,1,1062,3183,"GFP","Airpore Old 3"
4,2.381,1,1062,3183,"GFP","Airpore Medium 1"
5,7.42,1,1062,3183,"GFP","Airpore Medium 2"
6,4.804,1,1062,3183,"GFP","background"
1,58.541,2,1062,3183,"RFP","Airpore Old 1"
2,48.266,2,1062,3183,"RFP","Airpore Old 2"
3,45.215,2,1062,3183,"RFP","Airpore Old 3"
4,16.539,2,1062,3183,"RFP","Airpore Medium 1"
5,58.907,2,1062,3183,"RFP","Airpore Medium 2"
6,37.564,2,1062,3183,"RFP","background"
1,5.407,1,1063,3186,"GFP","Airpore Old 1"
2,6.078,1,1063,3186,"GFP","Airpore Old 2"
3,7.109,1,1063,3186,"GFP","Airpore Old 3"
4,2.33,1,1063,3186,"GFP","Airpore Medium 1"
5,7.449,1,1063,3186,"GFP","Airpore Medium 2"
6,4.745,1,1063,3186,"GFP","background"
1,58.541,2,1063,3186,"RFP","Airpore Old 1"
2,48.097,2,1063,3186,"RFP","Airpore Old 2"
3,45.955,2,1063,3186,"RFP","Airpore Old 3"
4,16.737,2,1063,3186,"RFP","Airpore Medium 1"
5,59.129,2,1063,3186,"RFP","Airpore Medium 2"
6,37.651,2,1063,3186,"RFP","background"
1,5.441,1,1064,3189,"GFP","Airpore Old 1"
2,5.87,1,1064,3189,"GFP","Airpore Old 2"
3,6.797,1,1064,3189,"GFP","Airpore Old 3"
4,2.366,1,1064,3189,"GFP","Airpore Medium 1"
5,7.029,1,1064,3189,"GFP","Airpore Medium 2"
6,4.836,1,1064,3189,"GFP","background"
1,58.454,2,1064,3189,"RFP","Airpore Old 1"
2,48.083,2,1064,3189,"RFP","Airpore Old 2"
3,45.466,2,1064,3189,"RFP","Airpore Old 3"
4,16.514,2,1064,3189,"RFP","Airpore Medium 1"
5,58.598,2,1064,3189,"RFP","Airpore Medium 2"
6,37.565,2,1064,3189,"RFP","background"
1,5.534,1,1065,3192,"GFP","Airpore Old 1"
2,5.899,1,1065,3192,"GFP","Airpore Old 2"
3,7.079,1,1065,3192,"GFP","Airpore Old 3"
4,2.363,1,1065,3192,"GFP","Airpore Medium 1"
5,7.269,1,1065,3192,"GFP","Airpore Medium 2"
6,4.692,1,1065,3192,"GFP","background"
1,58.425,2,1065,3192,"RFP","Airpore Old 1"
2,48.43,2,1065,3192,"RFP","Airpore Old 2"
3,46.131,2,1065,3192,"RFP","Airpore Old 3"
4,16.747,2,1065,3192,"RFP","Airpore Medium 1"
5,59.351,2,1065,3192,"RFP","Airpore Medium 2"
6,37.696,2,1065,3192,"RFP","background"
1,5.331,1,1066,3195,"GFP","Airpore Old 1"
2,6.046,1,1066,3195,"GFP","Airpore Old 2"
3,7.031,1,1066,3195,"GFP","Airpore Old 3"
4,2.337,1,1066,3195,"GFP","Airpore Medium 1"
5,7.181,1,1066,3195,"GFP","Airpore Medium 2"
6,4.718,1,1066,3195,"GFP","background"
1,59.166,2,1066,3195,"RFP","Airpore Old 1"
2,48.528,2,1066,3195,"RFP","Airpore Old 2"
3,45.891,2,1066,3195,"RFP","Airpore Old 3"
4,16.745,2,1066,3195,"RFP","Airpore Medium 1"
5,59.265,2,1066,3195,"RFP","Airpore Medium 2"
6,37.976,2,1066,3195,"RFP","background"
1,5.504,1,1067,3198,"GFP","Airpore Old 1"
2,6.053,1,1067,3198,"GFP","Airpore Old 2"
3,7.027,1,1067,3198,"GFP","Airpore Old 3"
4,2.396,1,1067,3198,"GFP","Airpore Medium 1"
5,7.14,1,1067,3198,"GFP","Airpore Medium 2"
6,4.858,1,1067,3198,"GFP","background"
1,58.007,2,1067,3198,"RFP","Airpore Old 1"
2,48.362,2,1067,3198,"RFP","Airpore Old 2"
3,45.738,2,1067,3198,"RFP","Airpore Old 3"
4,16.301,2,1067,3198,"RFP","Airpore Medium 1"
5,58.609,2,1067,3198,"RFP","Airpore Medium 2"
6,37.635,2,1067,3198,"RFP","background"
1,5.576,1,1068,3201,"GFP","Airpore Old 1"
2,6.232,1,1068,3201,"GFP","Airpore Old 2"
3,7.096,1,1068,3201,"GFP","Airpore Old 3"
4,2.34,1,1068,3201,"GFP","Airpore Medium 1"
5,7.076,1,1068,3201,"GFP","Airpore Medium 2"
6,4.772,1,1068,3201,"GFP","background"
1,58.756,2,1068,3201,"RFP","Airpore Old 1"
2,48.221,2,1068,3201,"RFP","Airpore Old 2"
3,45.26,2,1068,3201,"RFP","Airpore Old 3"
4,16.855,2,1068,3201,"RFP","Airpore Medium 1"
5,59.233,2,1068,3201,"RFP","Airpore Medium 2"
6,37.61,2,1068,3201,"RFP","background"
1,5.349,1,1069,3204,"GFP","Airpore Old 1"
2,6.281,1,1069,3204,"GFP","Airpore Old 2"
3,6.875,1,1069,3204,"GFP","Airpore Old 3"
4,2.421,1,1069,3204,"GFP","Airpore Medium 1"
5,7.401,1,1069,3204,"GFP","Airpore Medium 2"
6,4.733,1,1069,3204,"GFP","background"
1,59.121,2,1069,3204,"RFP","Airpore Old 1"
2,48.14,2,1069,3204,"RFP","Airpore Old 2"
3,45.501,2,1069,3204,"RFP","Airpore Old 3"
4,16.532,2,1069,3204,"RFP","Airpore Medium 1"
5,58.96,2,1069,3204,"RFP","Airpore Medium 2"
6,37.821,2,1069,3204,"RFP","background"
1,5.364,1,1070,3207,"GFP","Airpore Old 1"
2,5.983,1,1070,3207,"GFP","Airpore Old 2"
3,6.981,1,1070,3207,"GFP","Airpore Old 3"
4,2.244,1,1070,3207,"GFP","Airpore Medium 1"
5,7.197,1,1070,3207,"GFP","Airpore Medium 2"
6,4.729,1,1070,3207,"GFP","background"
1,58.693,2,1070,3207,"RFP","Airpore Old 1"
2,48.524,2,1070,3207,"RFP","Airpore Old 2"
3,45.333,2,1070,3207,"RFP","Airpore Old 3"
4,16.769,2,1070,3207,"RFP","Airpore Medium 1"
5,59.29,2,1070,3207,"RFP","Airpore Medium 2"
6,37.649,2,1070,3207,"RFP","background"
1,5.429,1,1071,3210,"GFP","Airpore Old 1"
2,6.051,1,1071,3210,"GFP","Airpore Old 2"
3,6.921,1,1071,3210,"GFP","Airpore Old 3"
4,2.274,1,1071,3210,"GFP","Airpore Medium 1"
5,7.405,1,1071,3210,"GFP","Airpore Medium 2"
6,4.754,1,1071,3210,"GFP","background"
1,59.358,2,1071,3210,"RFP","Airpore Old 1"
2,48.612,2,1071,3210,"RFP","Airpore Old 2"
3,46.077,2,1071,3210,"RFP","Airpore Old 3"
4,16.443,2,1071,3210,"RFP","Airpore Medium 1"
5,59.257,2,1071,3210,"RFP","Airpore Medium 2"
6,38.068,2,1071,3210,"RFP","background"
1,5.385,1,1072,3213,"GFP","Airpore Old 1"
2,6.154,1,1072,3213,"GFP","Airpore Old 2"
3,7.054,1,1072,3213,"GFP","Airpore Old 3"
4,2.284,1,1072,3213,"GFP","Airpore Medium 1"
5,7.222,1,1072,3213,"GFP","Airpore Medium 2"
6,4.783,1,1072,3213,"GFP","background"
1,58.658,2,1072,3213,"RFP","Airpore Old 1"
2,48.52,2,1072,3213,"RFP","Airpore Old 2"
3,45.641,2,1072,3213,"RFP","Airpore Old 3"
4,16.8,2,1072,3213,"RFP","Airpore Medium 1"
5,59.514,2,1072,3213,"RFP","Airpore Medium 2"
6,37.704,2,1072,3213,"RFP","background"
1,5.261,1,1073,3216,"GFP","Airpore Old 1"
2,6.151,1,1073,3216,"GFP","Airpore Old 2"
3,7.146,1,1073,3216,"GFP","Airpore Old 3"
4,2.334,1,1073,3216,"GFP","Airpore Medium 1"
5,7.363,1,1073,3216,"GFP","Airpore Medium 2"
6,4.803,1,1073,3216,"GFP","background"
1,58.92,2,1073,3216,"RFP","Airpore Old 1"
2,48.214,2,1073,3216,"RFP","Airpore Old 2"
3,45.015,2,1073,3216,"RFP","Airpore Old 3"
4,16.764,2,1073,3216,"RFP","Airpore Medium 1"
5,59.032,2,1073,3216,"RFP","Airpore Medium 2"
6,37.69,2,1073,3216,"RFP","background"
1,5.467,1,1074,3219,"GFP","Airpore Old 1"
2,6.146,1,1074,3219,"GFP","Airpore Old 2"
3,6.638,1,1074,3219,"GFP","Airpore Old 3"
4,2.368,1,1074,3219,"GFP","Airpore Medium 1"
5,7.36,1,1074,3219,"GFP","Airpore Medium 2"
6,4.755,1,1074,3219,"GFP","background"
1,58.356,2,1074,3219,"RFP","Airpore Old 1"
2,48.422,2,1074,3219,"RFP","Airpore Old 2"
3,45.922,2,1074,3219,"RFP","Airpore Old 3"
4,17.038,2,1074,3219,"RFP","Airpore Medium 1"
5,58.857,2,1074,3219,"RFP","Airpore Medium 2"
6,37.548,2,1074,3219,"RFP","background"
1,5.448,1,1075,3222,"GFP","Airpore Old 1"
2,5.861,1,1075,3222,"GFP","Airpore Old 2"
3,6.872,1,1075,3222,"GFP","Airpore Old 3"
4,2.297,1,1075,3222,"GFP","Airpore Medium 1"
5,7.158,1,1075,3222,"GFP","Airpore Medium 2"
6,4.784,1,1075,3222,"GFP","background"
1,58.638,2,1075,3222,"RFP","Airpore Old 1"
2,48.244,2,1075,3222,"RFP","Airpore Old 2"
3,45.498,2,1075,3222,"RFP","Airpore Old 3"
4,16.476,2,1075,3222,"RFP","Airpore Medium 1"
5,58.468,2,1075,3222,"RFP","Airpore Medium 2"
6,37.657,2,1075,3222,"RFP","background"
1,5.567,1,1076,3225,"GFP","Airpore Old 1"
2,5.923,1,1076,3225,"GFP","Airpore Old 2"
3,6.957,1,1076,3225,"GFP","Airpore Old 3"
4,2.291,1,1076,3225,"GFP","Airpore Medium 1"
5,7.228,1,1076,3225,"GFP","Airpore Medium 2"
6,4.751,1,1076,3225,"GFP","background"
1,58.593,2,1076,3225,"RFP","Airpore Old 1"
2,47.881,2,1076,3225,"RFP","Airpore Old 2"
3,44.838,2,1076,3225,"RFP","Airpore Old 3"
4,16.511,2,1076,3225,"RFP","Airpore Medium 1"
5,58.451,2,1076,3225,"RFP","Airpore Medium 2"
6,37.464,2,1076,3225,"RFP","background"
1,5.447,1,1077,3228,"GFP","Airpore Old 1"
2,6.256,1,1077,3228,"GFP","Airpore Old 2"
3,6.849,1,1077,3228,"GFP","Airpore Old 3"
4,2.475,1,1077,3228,"GFP","Airpore Medium 1"
5,7.156,1,1077,3228,"GFP","Airpore Medium 2"
6,4.735,1,1077,3228,"GFP","background"
1,58.703,2,1077,3228,"RFP","Airpore Old 1"
2,48.139,2,1077,3228,"RFP","Airpore Old 2"
3,45.118,2,1077,3228,"RFP","Airpore Old 3"
4,16.828,2,1077,3228,"RFP","Airpore Medium 1"
5,58.676,2,1077,3228,"RFP","Airpore Medium 2"
6,37.302,2,1077,3228,"RFP","background"
1,5.371,1,1078,3231,"GFP","Airpore Old 1"
2,5.926,1,1078,3231,"GFP","Airpore Old 2"
3,6.878,1,1078,3231,"GFP","Airpore Old 3"
4,2.215,1,1078,3231,"GFP","Airpore Medium 1"
5,7.23,1,1078,3231,"GFP","Airpore Medium 2"
6,4.726,1,1078,3231,"GFP","background"
1,58.345,2,1078,3231,"RFP","Airpore Old 1"
2,47.831,2,1078,3231,"RFP","Airpore Old 2"
3,45.439,2,1078,3231,"RFP","Airpore Old 3"
4,16.805,2,1078,3231,"RFP","Airpore Medium 1"
5,59.551,2,1078,3231,"RFP","Airpore Medium 2"
6,37.392,2,1078,3231,"RFP","background"
1,5.534,1,1079,3234,"GFP","Airpore Old 1"
2,6.151,1,1079,3234,"GFP","Airpore Old 2"
3,7.035,1,1079,3234,"GFP","Airpore Old 3"
4,2.279,1,1079,3234,"GFP","Airpore Medium 1"
5,7.426,1,1079,3234,"GFP","Airpore Medium 2"
6,4.878,1,1079,3234,"GFP","background"
1,59.166,2,1079,3234,"RFP","Airpore Old 1"
2,48.281,2,1079,3234,"RFP","Airpore Old 2"
3,45.532,2,1079,3234,"RFP","Airpore Old 3"
4,16.674,2,1079,3234,"RFP","Airpore Medium 1"
5,58.52,2,1079,3234,"RFP","Airpore Medium 2"
6,37.69,2,1079,3234,"RFP","background"
1,5.447,1,1080,3237,"GFP","Airpore Old 1"
2,6.104,1,1080,3237,"GFP","Airpore Old 2"
3,6.806,1,1080,3237,"GFP","Airpore Old 3"
4,2.263,1,1080,3237,"GFP","Airpore Medium 1"
5,7.148,1,1080,3237,"GFP","Airpore Medium 2"
6,4.694,1,1080,3237,"GFP","background"
1,58.422,2,1080,3237,"RFP","Airpore Old 1"
2,48.412,2,1080,3237,"RFP","Airpore Old 2"
3,45.318,2,1080,3237,"RFP","Airpore Old 3"
4,16.71,2,1080,3237,"RFP","Airpore Medium 1"
5,58.523,2,1080,3237,"RFP","Airpore Medium 2"
6,37.521,2,1080,3237,"RFP","background"
1,5.394,1,1081,3240,"GFP","Airpore Old 1"
2,5.945,1,1081,3240,"GFP","Airpore Old 2"
3,7.135,1,1081,3240,"GFP","Airpore Old 3"
4,2.379,1,1081,3240,"GFP","Airpore Medium 1"
5,7.325,1,1081,3240,"GFP","Airpore Medium 2"
6,4.755,1,1081,3240,"GFP","background"
1,58.418,2,1081,3240,"RFP","Airpore Old 1"
2,48.106,2,1081,3240,"RFP","Airpore Old 2"
3,45.038,2,1081,3240,"RFP","Airpore Old 3"
4,16.46,2,1081,3240,"RFP","Airpore Medium 1"
5,59.474,2,1081,3240,"RFP","Airpore Medium 2"
6,37.462,2,1081,3240,"RFP","background"
1,5.449,1,1082,3243,"GFP","Airpore Old 1"
2,6.102,1,1082,3243,"GFP","Airpore Old 2"
3,7.108,1,1082,3243,"GFP","Airpore Old 3"
4,2.286,1,1082,3243,"GFP","Airpore Medium 1"
5,7.37,1,1082,3243,"GFP","Airpore Medium 2"
6,4.825,1,1082,3243,"GFP","background"
1,58.973,2,1082,3243,"RFP","Airpore Old 1"
2,48.247,2,1082,3243,"RFP","Airpore Old 2"
3,46.048,2,1082,3243,"RFP","Airpore Old 3"
4,16.907,2,1082,3243,"RFP","Airpore Medium 1"
5,59.722,2,1082,3243,"RFP","Airpore Medium 2"
6,37.688,2,1082,3243,"RFP","background"
1,5.307,1,1083,3246,"GFP","Airpore Old 1"
2,5.954,1,1083,3246,"GFP","Airpore Old 2"
3,6.98,1,1083,3246,"GFP","Airpore Old 3"
4,2.271,1,1083,3246,"GFP","Airpore Medium 1"
5,7.157,1,1083,3246,"GFP","Airpore Medium 2"
6,4.711,1,1083,3246,"GFP","background"
1,59.381,2,1083,3246,"RFP","Airpore Old 1"
2,47.842,2,1083,3246,"RFP","Airpore Old 2"
3,45.144,2,1083,3246,"RFP","Airpore Old 3"
4,16.771,2,1083,3246,"RFP","Airpore Medium 1"
5,58.742,2,1083,3246,"RFP","Airpore Medium 2"
6,37.609,2,1083,3246,"RFP","background"
1,5.495,1,1084,3249,"GFP","Airpore Old 1"
2,5.957,1,1084,3249,"GFP","Airpore Old 2"
3,6.564,1,1084,3249,"GFP","Airpore Old 3"
4,2.246,1,1084,3249,"GFP","Airpore Medium 1"
5,7.391,1,1084,3249,"GFP","Airpore Medium 2"
6,4.745,1,1084,3249,"GFP","background"
1,58.617,2,1084,3249,"RFP","Airpore Old 1"
2,48.048,2,1084,3249,"RFP","Airpore Old 2"
3,45.124,2,1084,3249,"RFP","Airpore Old 3"
4,16.567,2,1084,3249,"RFP","Airpore Medium 1"
5,58.483,2,1084,3249,"RFP","Airpore Medium 2"
6,37.658,2,1084,3249,"RFP","background"
1,5.338,1,1085,3252,"GFP","Airpore Old 1"
2,6.015,1,1085,3252,"GFP","Airpore Old 2"
3,7.032,1,1085,3252,"GFP","Airpore Old 3"
4,2.311,1,1085,3252,"GFP","Airpore Medium 1"
5,7.307,1,1085,3252,"GFP","Airpore Medium 2"
6,4.742,1,1085,3252,"GFP","background"
1,58.405,2,1085,3252,"RFP","Airpore Old 1"
2,48.312,2,1085,3252,"RFP","Airpore Old 2"
3,45.339,2,1085,3252,"RFP","Airpore Old 3"
4,16.405,2,1085,3252,"RFP","Airpore Medium 1"
5,58.333,2,1085,3252,"RFP","Airpore Medium 2"
6,37.445,2,1085,3252,"RFP","background"
1,5.392,1,1086,3255,"GFP","Airpore Old 1"
2,6.113,1,1086,3255,"GFP","Airpore Old 2"
3,6.996,1,1086,3255,"GFP","Airpore Old 3"
4,2.287,1,1086,3255,"GFP","Airpore Medium 1"
5,6.985,1,1086,3255,"GFP","Airpore Medium 2"
6,4.7,1,1086,3255,"GFP","background"
1,58.7,2,1086,3255,"RFP","Airpore Old 1"
2,48.305,2,1086,3255,"RFP","Airpore Old 2"
3,45.543,2,1086,3255,"RFP","Airpore Old 3"
4,16.71,2,1086,3255,"RFP","Airpore Medium 1"
5,59.181,2,1086,3255,"RFP","Airpore Medium 2"
6,37.358,2,1086,3255,"RFP","background"
1,5.405,1,1087,3258,"GFP","Airpore Old 1"
2,5.98,1,1087,3258,"GFP","Airpore Old 2"
3,7.08,1,1087,3258,"GFP","Airpore Old 3"
4,2.203,1,1087,3258,"GFP","Airpore Medium 1"
5,7.469,1,1087,3258,"GFP","Airpore Medium 2"
6,4.662,1,1087,3258,"GFP","background"
1,58.616,2,1087,3258,"RFP","Airpore Old 1"
2,47.872,2,1087,3258,"RFP","Airpore Old 2"
3,45.548,2,1087,3258,"RFP","Airpore Old 3"
4,16.216,2,1087,3258,"RFP","Airpore Medium 1"
5,58.286,2,1087,3258,"RFP","Airpore Medium 2"
6,37.671,2,1087,3258,"RFP","background"
1,5.336,1,1088,3261,"GFP","Airpore Old 1"
2,6.02,1,1088,3261,"GFP","Airpore Old 2"
3,6.933,1,1088,3261,"GFP","Airpore Old 3"
4,2.169,1,1088,3261,"GFP","Airpore Medium 1"
5,7.278,1,1088,3261,"GFP","Airpore Medium 2"
6,4.728,1,1088,3261,"GFP","background"
1,59.324,2,1088,3261,"RFP","Airpore Old 1"
2,47.936,2,1088,3261,"RFP","Airpore Old 2"
3,45.104,2,1088,3261,"RFP","Airpore Old 3"
4,16.647,2,1088,3261,"RFP","Airpore Medium 1"
5,59.216,2,1088,3261,"RFP","Airpore Medium 2"
6,37.393,2,1088,3261,"RFP","background"
1,5.294,1,1089,3264,"GFP","Airpore Old 1"
2,6.024,1,1089,3264,"GFP","Airpore Old 2"
3,6.865,1,1089,3264,"GFP","Airpore Old 3"
4,2.316,1,1089,3264,"GFP","Airpore Medium 1"
5,7.059,1,1089,3264,"GFP","Airpore Medium 2"
6,4.651,1,1089,3264,"GFP","background"
1,59.562,2,1089,3264,"RFP","Airpore Old 1"
2,47.866,2,1089,3264,"RFP","Airpore Old 2"
3,45.426,2,1089,3264,"RFP","Airpore Old 3"
4,16.459,2,1089,3264,"RFP","Airpore Medium 1"
5,59.002,2,1089,3264,"RFP","Airpore Medium 2"
6,37.421,2,1089,3264,"RFP","background"
1,5.436,1,1090,3267,"GFP","Airpore Old 1"
2,5.994,1,1090,3267,"GFP","Airpore Old 2"
3,6.925,1,1090,3267,"GFP","Airpore Old 3"
4,2.224,1,1090,3267,"GFP","Airpore Medium 1"
5,7.307,1,1090,3267,"GFP","Airpore Medium 2"
6,4.751,1,1090,3267,"GFP","background"
1,58.571,2,1090,3267,"RFP","Airpore Old 1"
2,47.951,2,1090,3267,"RFP","Airpore Old 2"
3,45.731,2,1090,3267,"RFP","Airpore Old 3"
4,16.641,2,1090,3267,"RFP","Airpore Medium 1"
5,58.216,2,1090,3267,"RFP","Airpore Medium 2"
6,37.655,2,1090,3267,"RFP","background"
1,5.421,1,1091,3270,"GFP","Airpore Old 1"
2,6.103,1,1091,3270,"GFP","Airpore Old 2"
3,6.828,1,1091,3270,"GFP","Airpore Old 3"
4,2.133,1,1091,3270,"GFP","Airpore Medium 1"
5,7.112,1,1091,3270,"GFP","Airpore Medium 2"
6,4.644,1,1091,3270,"GFP","background"
1,58.97,2,1091,3270,"RFP","Airpore Old 1"
2,47.936,2,1091,3270,"RFP","Airpore Old 2"
3,45.417,2,1091,3270,"RFP","Airpore Old 3"
4,17.067,2,1091,3270,"RFP","Airpore Medium 1"
5,58.278,2,1091,3270,"RFP","Airpore Medium 2"
6,37.481,2,1091,3270,"RFP","background"
1,5.468,1,1092,3273,"GFP","Airpore Old 1"
2,6.03,1,1092,3273,"GFP","Airpore Old 2"
3,6.912,1,1092,3273,"GFP","Airpore Old 3"
4,2.399,1,1092,3273,"GFP","Airpore Medium 1"
5,7.185,1,1092,3273,"GFP","Airpore Medium 2"
6,4.641,1,1092,3273,"GFP","background"
1,59.29,2,1092,3273,"RFP","Airpore Old 1"
2,48.222,2,1092,3273,"RFP","Airpore Old 2"
3,45.695,2,1092,3273,"RFP","Airpore Old 3"
4,16.653,2,1092,3273,"RFP","Airpore Medium 1"
5,59.035,2,1092,3273,"RFP","Airpore Medium 2"
6,37.422,2,1092,3273,"RFP","background"
1,5.471,1,1093,3276,"GFP","Airpore Old 1"
2,6.158,1,1093,3276,"GFP","Airpore Old 2"
3,6.808,1,1093,3276,"GFP","Airpore Old 3"
4,2.189,1,1093,3276,"GFP","Airpore Medium 1"
5,7.044,1,1093,3276,"GFP","Airpore Medium 2"
6,4.666,1,1093,3276,"GFP","background"
1,59.305,2,1093,3276,"RFP","Airpore Old 1"
2,47.758,2,1093,3276,"RFP","Airpore Old 2"
3,45.133,2,1093,3276,"RFP","Airpore Old 3"
4,16.37,2,1093,3276,"RFP","Airpore Medium 1"
5,58.506,2,1093,3276,"RFP","Airpore Medium 2"
6,37.427,2,1093,3276,"RFP","background"
1,5.511,1,1094,3279,"GFP","Airpore Old 1"
2,5.931,1,1094,3279,"GFP","Airpore Old 2"
3,6.842,1,1094,3279,"GFP","Airpore Old 3"
4,2.216,1,1094,3279,"GFP","Airpore Medium 1"
5,7.362,1,1094,3279,"GFP","Airpore Medium 2"
6,4.617,1,1094,3279,"GFP","background"
1,58.661,2,1094,3279,"RFP","Airpore Old 1"
2,48.172,2,1094,3279,"RFP","Airpore Old 2"
3,46.015,2,1094,3279,"RFP","Airpore Old 3"
4,16.53,2,1094,3279,"RFP","Airpore Medium 1"
5,58.865,2,1094,3279,"RFP","Airpore Medium 2"
6,37.211,2,1094,3279,"RFP","background"
1,5.437,1,1095,3282,"GFP","Airpore Old 1"
2,6.014,1,1095,3282,"GFP","Airpore Old 2"
3,6.989,1,1095,3282,"GFP","Airpore Old 3"
4,2.229,1,1095,3282,"GFP","Airpore Medium 1"
5,7.244,1,1095,3282,"GFP","Airpore Medium 2"
6,4.663,1,1095,3282,"GFP","background"
1,59.273,2,1095,3282,"RFP","Airpore Old 1"
2,47.578,2,1095,3282,"RFP","Airpore Old 2"
3,45.418,2,1095,3282,"RFP","Airpore Old 3"
4,16.541,2,1095,3282,"RFP","Airpore Medium 1"
5,58.199,2,1095,3282,"RFP","Airpore Medium 2"
6,37.275,2,1095,3282,"RFP","background"
1,5.556,1,1096,3285,"GFP","Airpore Old 1"
2,6.025,1,1096,3285,"GFP","Airpore Old 2"
3,6.642,1,1096,3285,"GFP","Airpore Old 3"
4,2.306,1,1096,3285,"GFP","Airpore Medium 1"
5,7.367,1,1096,3285,"GFP","Airpore Medium 2"
6,4.644,1,1096,3285,"GFP","background"
1,58.585,2,1096,3285,"RFP","Airpore Old 1"
2,47.635,2,1096,3285,"RFP","Airpore Old 2"
3,45.3,2,1096,3285,"RFP","Airpore Old 3"
4,16.412,2,1096,3285,"RFP","Airpore Medium 1"
5,58.69,2,1096,3285,"RFP","Airpore Medium 2"
6,37.077,2,1096,3285,"RFP","background"
1,5.388,1,1097,3288,"GFP","Airpore Old 1"
2,5.871,1,1097,3288,"GFP","Airpore Old 2"
3,6.933,1,1097,3288,"GFP","Airpore Old 3"
4,2.231,1,1097,3288,"GFP","Airpore Medium 1"
5,7.243,1,1097,3288,"GFP","Airpore Medium 2"
6,4.675,1,1097,3288,"GFP","background"
1,59.029,2,1097,3288,"RFP","Airpore Old 1"
2,48.151,2,1097,3288,"RFP","Airpore Old 2"
3,44.897,2,1097,3288,"RFP","Airpore Old 3"
4,16.387,2,1097,3288,"RFP","Airpore Medium 1"
5,58.311,2,1097,3288,"RFP","Airpore Medium 2"
6,37.192,2,1097,3288,"RFP","background"
1,5.517,1,1098,3291,"GFP","Airpore Old 1"
2,5.843,1,1098,3291,"GFP","Airpore Old 2"
3,6.844,1,1098,3291,"GFP","Airpore Old 3"
4,2.163,1,1098,3291,"GFP","Airpore Medium 1"
5,7.17,1,1098,3291,"GFP","Airpore Medium 2"
6,4.713,1,1098,3291,"GFP","background"
1,58.738,2,1098,3291,"RFP","Airpore Old 1"
2,48.032,2,1098,3291,"RFP","Airpore Old 2"
3,45.289,2,1098,3291,"RFP","Airpore Old 3"
4,16.185,2,1098,3291,"RFP","Airpore Medium 1"
5,58.577,2,1098,3291,"RFP","Airpore Medium 2"
6,37.257,2,1098,3291,"RFP","background"
1,5.543,1,1099,3294,"GFP","Airpore Old 1"
2,5.964,1,1099,3294,"GFP","Airpore Old 2"
3,6.749,1,1099,3294,"GFP","Airpore Old 3"
4,2.173,1,1099,3294,"GFP","Airpore Medium 1"
5,6.926,1,1099,3294,"GFP","Airpore Medium 2"
6,4.712,1,1099,3294,"GFP","background"
1,58.901,2,1099,3294,"RFP","Airpore Old 1"
2,48.337,2,1099,3294,"RFP","Airpore Old 2"
3,45.417,2,1099,3294,"RFP","Airpore Old 3"
4,16.264,2,1099,3294,"RFP","Airpore Medium 1"
5,58.682,2,1099,3294,"RFP","Airpore Medium 2"
6,37.037,2,1099,3294,"RFP","background"
1,5.433,1,1100,3297,"GFP","Airpore Old 1"
2,6.104,1,1100,3297,"GFP","Airpore Old 2"
3,6.991,1,1100,3297,"GFP","Airpore Old 3"
4,2.145,1,1100,3297,"GFP","Airpore Medium 1"
5,7.112,1,1100,3297,"GFP","Airpore Medium 2"
6,4.708,1,1100,3297,"GFP","background"
1,59.79,2,1100,3297,"RFP","Airpore Old 1"
2,47.85,2,1100,3297,"RFP","Airpore Old 2"
3,45.133,2,1100,3297,"RFP","Airpore Old 3"
4,16.523,2,1100,3297,"RFP","Airpore Medium 1"
5,58.9,2,1100,3297,"RFP","Airpore Medium 2"
6,37.145,2,1100,3297,"RFP","background"
1,5.569,1,1101,3300,"GFP","Airpore Old 1"
2,6.001,1,1101,3300,"GFP","Airpore Old 2"
3,6.884,1,1101,3300,"GFP","Airpore Old 3"
4,2.221,1,1101,3300,"GFP","Airpore Medium 1"
5,7.153,1,1101,3300,"GFP","Airpore Medium 2"
6,4.567,1,1101,3300,"GFP","background"
1,59.856,2,1101,3300,"RFP","Airpore Old 1"
2,48.007,2,1101,3300,"RFP","Airpore Old 2"
3,45.202,2,1101,3300,"RFP","Airpore Old 3"
4,15.999,2,1101,3300,"RFP","Airpore Medium 1"
5,58.353,2,1101,3300,"RFP","Airpore Medium 2"
6,37.108,2,1101,3300,"RFP","background"
1,5.472,1,1102,3303,"GFP","Airpore Old 1"
2,6.036,1,1102,3303,"GFP","Airpore Old 2"
3,6.855,1,1102,3303,"GFP","Airpore Old 3"
4,2.308,1,1102,3303,"GFP","Airpore Medium 1"
5,7.312,1,1102,3303,"GFP","Airpore Medium 2"
6,4.609,1,1102,3303,"GFP","background"
1,58.472,2,1102,3303,"RFP","Airpore Old 1"
2,47.514,2,1102,3303,"RFP","Airpore Old 2"
3,45.161,2,1102,3303,"RFP","Airpore Old 3"
4,16.496,2,1102,3303,"RFP","Airpore Medium 1"
5,57.907,2,1102,3303,"RFP","Airpore Medium 2"
6,36.874,2,1102,3303,"RFP","background"
1,5.247,1,1103,3306,"GFP","Airpore Old 1"
2,5.957,1,1103,3306,"GFP","Airpore Old 2"
