"ROI","Mean","Channel","Frame","Time","Sensor_Name","ROI_Name"
3,43.706,2,309,924,"RFP","Airpore Old 3"
4,25.551,2,309,924,"RFP","Airpore Medium 1"
5,62.413,2,309,924,"RFP","Airpore Medium 2"
6,45.49,2,309,924,"RFP","background"
1,5.633,1,310,927,"GFP","Airpore Old 1"
2,6.247,1,310,927,"GFP","Airpore Old 2"
3,8.402,1,310,927,"GFP","Airpore Old 3"
4,3.886,1,310,927,"GFP","Airpore Medium 1"
5,7.936,1,310,927,"GFP","Airpore Medium 2"
6,6.734,1,310,927,"GFP","background"
1,60.566,2,310,927,"RFP","Airpore Old 1"
2,51.31,2,310,927,"RFP","Airpore Old 2"
3,43.875,2,310,927,"RFP","Airpore Old 3"
4,25.581,2,310,927,"RFP","Airpore Medium 1"
5,62.383,2,310,927,"RFP","Airpore Medium 2"
6,45.836,2,310,927,"RFP","background"
1,5.833,1,311,930,"GFP","Airpore Old 1"
2,6.236,1,311,930,"GFP","Airpore Old 2"
3,8.367,1,311,930,"GFP","Airpore Old 3"
4,3.939,1,311,930,"GFP","Airpore Medium 1"
5,7.785,1,311,930,"GFP","Airpore Medium 2"
6,6.737,1,311,930,"GFP","background"
1,60.81,2,311,930,"RFP","Airpore Old 1"
2,52.213,2,311,930,"RFP","Airpore Old 2"
3,43.378,2,311,930,"RFP","Airpore Old 3"
4,25.761,2,311,930,"RFP","Airpore Medium 1"
5,62.348,2,311,930,"RFP","Airpore Medium 2"
6,45.855,2,311,930,"RFP","background"
1,5.676,1,312,933,"GFP","Airpore Old 1"
2,6.3,1,312,933,"GFP","Airpore Old 2"
3,8.392,1,312,933,"GFP","Airpore Old 3"
4,3.809,1,312,933,"GFP","Airpore Medium 1"
5,8.039,1,312,933,"GFP","Airpore Medium 2"
6,6.831,1,312,933,"GFP","background"
1,61.138,2,312,933,"RFP","Airpore Old 1"
2,52.001,2,312,933,"RFP","Airpore Old 2"
3,44.189,2,312,933,"RFP","Airpore Old 3"
4,25.651,2,312,933,"RFP","Airpore Medium 1"
5,62.597,2,312,933,"RFP","Airpore Medium 2"
6,45.98,2,312,933,"RFP","background"
1,5.578,1,313,936,"GFP","Airpore Old 1"
2,6.21,1,313,936,"GFP","Airpore Old 2"
3,8.184,1,313,936,"GFP","Airpore Old 3"
4,3.781,1,313,936,"GFP","Airpore Medium 1"
5,7.814,1,313,936,"GFP","Airpore Medium 2"
6,6.772,1,313,936,"GFP","background"
1,61.286,2,313,936,"RFP","Airpore Old 1"
2,52.07,2,313,936,"RFP","Airpore Old 2"
3,44.023,2,313,936,"RFP","Airpore Old 3"
4,25.774,2,313,936,"RFP","Airpore Medium 1"
5,63.038,2,313,936,"RFP","Airpore Medium 2"
6,45.634,2,313,936,"RFP","background"
1,5.677,1,314,939,"GFP","Airpore Old 1"
2,6.436,1,314,939,"GFP","Airpore Old 2"
3,8.336,1,314,939,"GFP","Airpore Old 3"
4,3.915,1,314,939,"GFP","Airpore Medium 1"
5,8.007,1,314,939,"GFP","Airpore Medium 2"
6,6.843,1,314,939,"GFP","background"
1,61.172,2,314,939,"RFP","Airpore Old 1"
2,52.15,2,314,939,"RFP","Airpore Old 2"
3,43.921,2,314,939,"RFP","Airpore Old 3"
4,25.222,2,314,939,"RFP","Airpore Medium 1"
5,62.352,2,314,939,"RFP","Airpore Medium 2"
6,45.768,2,314,939,"RFP","background"
1,5.714,1,315,942,"GFP","Airpore Old 1"
2,6.286,1,315,942,"GFP","Airpore Old 2"
3,8.147,1,315,942,"GFP","Airpore Old 3"
4,3.813,1,315,942,"GFP","Airpore Medium 1"
5,7.745,1,315,942,"GFP","Airpore Medium 2"
6,6.769,1,315,942,"GFP","background"
1,61.233,2,315,942,"RFP","Airpore Old 1"
2,52.334,2,315,942,"RFP","Airpore Old 2"
3,44.378,2,315,942,"RFP","Airpore Old 3"
4,25.388,2,315,942,"RFP","Airpore Medium 1"
5,62.475,2,315,942,"RFP","Airpore Medium 2"
6,45.791,2,315,942,"RFP","background"
1,5.964,1,316,945,"GFP","Airpore Old 1"
2,6.345,1,316,945,"GFP","Airpore Old 2"
3,8.249,1,316,945,"GFP","Airpore Old 3"
4,3.891,1,316,945,"GFP","Airpore Medium 1"
5,7.943,1,316,945,"GFP","Airpore Medium 2"
6,6.709,1,316,945,"GFP","background"
1,60.813,2,316,945,"RFP","Airpore Old 1"
2,51.744,2,316,945,"RFP","Airpore Old 2"
3,44.567,2,316,945,"RFP","Airpore Old 3"
4,25.388,2,316,945,"RFP","Airpore Medium 1"
5,62.269,2,316,945,"RFP","Airpore Medium 2"
6,45.898,2,316,945,"RFP","background"
1,5.878,1,317,948,"GFP","Airpore Old 1"
2,6.431,1,317,948,"GFP","Airpore Old 2"
3,8.345,1,317,948,"GFP","Airpore Old 3"
4,3.761,1,317,948,"GFP","Airpore Medium 1"
5,7.807,1,317,948,"GFP","Airpore Medium 2"
6,6.793,1,317,948,"GFP","background"
1,60.947,2,317,948,"RFP","Airpore Old 1"
2,52.132,2,317,948,"RFP","Airpore Old 2"
3,44.117,2,317,948,"RFP","Airpore Old 3"
4,25.897,2,317,948,"RFP","Airpore Medium 1"
5,62.479,2,317,948,"RFP","Airpore Medium 2"
6,45.895,2,317,948,"RFP","background"
1,5.76,1,318,951,"GFP","Airpore Old 1"
2,6.276,1,318,951,"GFP","Airpore Old 2"
3,8.334,1,318,951,"GFP","Airpore Old 3"
4,3.778,1,318,951,"GFP","Airpore Medium 1"
5,7.952,1,318,951,"GFP","Airpore Medium 2"
6,6.75,1,318,951,"GFP","background"
1,60.821,2,318,951,"RFP","Airpore Old 1"
2,51.402,2,318,951,"RFP","Airpore Old 2"
3,44.119,2,318,951,"RFP","Airpore Old 3"
4,25.326,2,318,951,"RFP","Airpore Medium 1"
5,62.179,2,318,951,"RFP","Airpore Medium 2"
6,45.859,2,318,951,"RFP","background"
1,5.525,1,319,954,"GFP","Airpore Old 1"
2,6.331,1,319,954,"GFP","Airpore Old 2"
3,8.129,1,319,954,"GFP","Airpore Old 3"
4,3.917,1,319,954,"GFP","Airpore Medium 1"
5,7.81,1,319,954,"GFP","Airpore Medium 2"
6,6.706,1,319,954,"GFP","background"
1,60.991,2,319,954,"RFP","Airpore Old 1"
2,51.93,2,319,954,"RFP","Airpore Old 2"
3,43.925,2,319,954,"RFP","Airpore Old 3"
4,25.759,2,319,954,"RFP","Airpore Medium 1"
5,61.952,2,319,954,"RFP","Airpore Medium 2"
6,46.007,2,319,954,"RFP","background"
1,5.649,1,320,957,"GFP","Airpore Old 1"
2,6.295,1,320,957,"GFP","Airpore Old 2"
3,8.162,1,320,957,"GFP","Airpore Old 3"
4,3.71,1,320,957,"GFP","Airpore Medium 1"
5,7.936,1,320,957,"GFP","Airpore Medium 2"
6,6.786,1,320,957,"GFP","background"
1,61.051,2,320,957,"RFP","Airpore Old 1"
2,51.621,2,320,957,"RFP","Airpore Old 2"
3,44.407,2,320,957,"RFP","Airpore Old 3"
4,25.395,2,320,957,"RFP","Airpore Medium 1"
5,62.231,2,320,957,"RFP","Airpore Medium 2"
6,45.937,2,320,957,"RFP","background"
1,5.532,1,321,960,"GFP","Airpore Old 1"
2,6.37,1,321,960,"GFP","Airpore Old 2"
3,8.187,1,321,960,"GFP","Airpore Old 3"
4,3.872,1,321,960,"GFP","Airpore Medium 1"
5,8.066,1,321,960,"GFP","Airpore Medium 2"
6,6.748,1,321,960,"GFP","background"
1,61.318,2,321,960,"RFP","Airpore Old 1"
2,51.526,2,321,960,"RFP","Airpore Old 2"
3,44.523,2,321,960,"RFP","Airpore Old 3"
4,25.883,2,321,960,"RFP","Airpore Medium 1"
5,62.7,2,321,960,"RFP","Airpore Medium 2"
6,45.92,2,321,960,"RFP","background"
1,5.831,1,322,963,"GFP","Airpore Old 1"
2,6.236,1,322,963,"GFP","Airpore Old 2"
3,8.306,1,322,963,"GFP","Airpore Old 3"
4,3.761,1,322,963,"GFP","Airpore Medium 1"
5,7.986,1,322,963,"GFP","Airpore Medium 2"
6,6.844,1,322,963,"GFP","background"
1,60.74,2,322,963,"RFP","Airpore Old 1"
2,51.526,2,322,963,"RFP","Airpore Old 2"
3,43.808,2,322,963,"RFP","Airpore Old 3"
4,25.378,2,322,963,"RFP","Airpore Medium 1"
5,62.391,2,322,963,"RFP","Airpore Medium 2"
6,45.969,2,322,963,"RFP","background"
1,5.752,1,323,966,"GFP","Airpore Old 1"
2,6.317,1,323,966,"GFP","Airpore Old 2"
3,8.195,1,323,966,"GFP","Airpore Old 3"
4,3.85,1,323,966,"GFP","Airpore Medium 1"
5,7.914,1,323,966,"GFP","Airpore Medium 2"
6,6.743,1,323,966,"GFP","background"
1,61.464,2,323,966,"RFP","Airpore Old 1"
2,52.125,2,323,966,"RFP","Airpore Old 2"
3,43.826,2,323,966,"RFP","Airpore Old 3"
4,25.504,2,323,966,"RFP","Airpore Medium 1"
5,62.432,2,323,966,"RFP","Airpore Medium 2"
6,45.761,2,323,966,"RFP","background"
1,5.888,1,324,969,"GFP","Airpore Old 1"
2,6.303,1,324,969,"GFP","Airpore Old 2"
3,8.578,1,324,969,"GFP","Airpore Old 3"
4,3.949,1,324,969,"GFP","Airpore Medium 1"
5,7.895,1,324,969,"GFP","Airpore Medium 2"
6,6.887,1,324,969,"GFP","background"
1,60.77,2,324,969,"RFP","Airpore Old 1"
2,51.512,2,324,969,"RFP","Airpore Old 2"
3,44.135,2,324,969,"RFP","Airpore Old 3"
4,26.015,2,324,969,"RFP","Airpore Medium 1"
5,62.863,2,324,969,"RFP","Airpore Medium 2"
6,45.839,2,324,969,"RFP","background"
1,5.792,1,325,972,"GFP","Airpore Old 1"
2,6.218,1,325,972,"GFP","Airpore Old 2"
3,8.373,1,325,972,"GFP","Airpore Old 3"
4,4.018,1,325,972,"GFP","Airpore Medium 1"
5,7.745,1,325,972,"GFP","Airpore Medium 2"
6,6.703,1,325,972,"GFP","background"
1,60.571,2,325,972,"RFP","Airpore Old 1"
2,51.996,2,325,972,"RFP","Airpore Old 2"
3,44.26,2,325,972,"RFP","Airpore Old 3"
4,25.748,2,325,972,"RFP","Airpore Medium 1"
5,63.097,2,325,972,"RFP","Airpore Medium 2"
6,45.572,2,325,972,"RFP","background"
1,5.692,1,326,975,"GFP","Airpore Old 1"
2,6.328,1,326,975,"GFP","Airpore Old 2"
3,8.446,1,326,975,"GFP","Airpore Old 3"
4,3.878,1,326,975,"GFP","Airpore Medium 1"
5,7.957,1,326,975,"GFP","Airpore Medium 2"
6,6.761,1,326,975,"GFP","background"
1,60.926,2,326,975,"RFP","Airpore Old 1"
2,52.036,2,326,975,"RFP","Airpore Old 2"
3,43.923,2,326,975,"RFP","Airpore Old 3"
4,26.068,2,326,975,"RFP","Airpore Medium 1"
5,62.297,2,326,975,"RFP","Airpore Medium 2"
6,45.589,2,326,975,"RFP","background"
1,5.721,1,327,978,"GFP","Airpore Old 1"
2,6.441,1,327,978,"GFP","Airpore Old 2"
3,8.415,1,327,978,"GFP","Airpore Old 3"
4,3.847,1,327,978,"GFP","Airpore Medium 1"
5,7.711,1,327,978,"GFP","Airpore Medium 2"
6,6.813,1,327,978,"GFP","background"
1,60.673,2,327,978,"RFP","Airpore Old 1"
2,50.996,2,327,978,"RFP","Airpore Old 2"
3,43.784,2,327,978,"RFP","Airpore Old 3"
4,25.206,2,327,978,"RFP","Airpore Medium 1"
5,63.468,2,327,978,"RFP","Airpore Medium 2"
6,45.471,2,327,978,"RFP","background"
1,5.723,1,328,981,"GFP","Airpore Old 1"
2,6.233,1,328,981,"GFP","Airpore Old 2"
3,8.346,1,328,981,"GFP","Airpore Old 3"
4,4.006,1,328,981,"GFP","Airpore Medium 1"
5,7.813,1,328,981,"GFP","Airpore Medium 2"
6,6.721,1,328,981,"GFP","background"
1,61.24,2,328,981,"RFP","Airpore Old 1"
2,51.794,2,328,981,"RFP","Airpore Old 2"
3,43.996,2,328,981,"RFP","Airpore Old 3"
4,25.711,2,328,981,"RFP","Airpore Medium 1"
5,62.666,2,328,981,"RFP","Airpore Medium 2"
6,45.549,2,328,981,"RFP","background"
1,5.75,1,329,984,"GFP","Airpore Old 1"
2,6.296,1,329,984,"GFP","Airpore Old 2"
3,8.349,1,329,984,"GFP","Airpore Old 3"
4,3.892,1,329,984,"GFP","Airpore Medium 1"
5,7.9,1,329,984,"GFP","Airpore Medium 2"
6,6.806,1,329,984,"GFP","background"
1,61.477,2,329,984,"RFP","Airpore Old 1"
2,51.618,2,329,984,"RFP","Airpore Old 2"
3,43.878,2,329,984,"RFP","Airpore Old 3"
4,25.766,2,329,984,"RFP","Airpore Medium 1"
5,62.078,2,329,984,"RFP","Airpore Medium 2"
6,45.814,2,329,984,"RFP","background"
1,5.809,1,330,987,"GFP","Airpore Old 1"
2,6.155,1,330,987,"GFP","Airpore Old 2"
3,7.972,1,330,987,"GFP","Airpore Old 3"
4,3.881,1,330,987,"GFP","Airpore Medium 1"
5,7.737,1,330,987,"GFP","Airpore Medium 2"
6,6.817,1,330,987,"GFP","background"
1,60.936,2,330,987,"RFP","Airpore Old 1"
2,51.864,2,330,987,"RFP","Airpore Old 2"
3,43.42,2,330,987,"RFP","Airpore Old 3"
4,25.191,2,330,987,"RFP","Airpore Medium 1"
5,62.88,2,330,987,"RFP","Airpore Medium 2"
6,45.755,2,330,987,"RFP","background"
1,5.756,1,331,990,"GFP","Airpore Old 1"
2,6.247,1,331,990,"GFP","Airpore Old 2"
3,8.248,1,331,990,"GFP","Airpore Old 3"
4,3.66,1,331,990,"GFP","Airpore Medium 1"
5,8.091,1,331,990,"GFP","Airpore Medium 2"
6,6.847,1,331,990,"GFP","background"
1,60.962,2,331,990,"RFP","Airpore Old 1"
2,52.201,2,331,990,"RFP","Airpore Old 2"
3,43.844,2,331,990,"RFP","Airpore Old 3"
4,25.239,2,331,990,"RFP","Airpore Medium 1"
5,62.43,2,331,990,"RFP","Airpore Medium 2"
6,45.498,2,331,990,"RFP","background"
1,5.523,1,332,993,"GFP","Airpore Old 1"
2,6.467,1,332,993,"GFP","Airpore Old 2"
3,8.015,1,332,993,"GFP","Airpore Old 3"
4,3.898,1,332,993,"GFP","Airpore Medium 1"
5,7.698,1,332,993,"GFP","Airpore Medium 2"
6,6.753,1,332,993,"GFP","background"
1,61.369,2,332,993,"RFP","Airpore Old 1"
2,51.771,2,332,993,"RFP","Airpore Old 2"
3,43.786,2,332,993,"RFP","Airpore Old 3"
4,25.711,2,332,993,"RFP","Airpore Medium 1"
5,62.771,2,332,993,"RFP","Airpore Medium 2"
6,45.709,2,332,993,"RFP","background"
1,5.511,1,333,996,"GFP","Airpore Old 1"
2,6.358,1,333,996,"GFP","Airpore Old 2"
3,8.407,1,333,996,"GFP","Airpore Old 3"
4,3.749,1,333,996,"GFP","Airpore Medium 1"
5,7.98,1,333,996,"GFP","Airpore Medium 2"
6,6.889,1,333,996,"GFP","background"
1,61.222,2,333,996,"RFP","Airpore Old 1"
2,52.258,2,333,996,"RFP","Airpore Old 2"
3,44.088,2,333,996,"RFP","Airpore Old 3"
4,25.347,2,333,996,"RFP","Airpore Medium 1"
5,61.866,2,333,996,"RFP","Airpore Medium 2"
6,46.054,2,333,996,"RFP","background"
1,5.635,1,334,999,"GFP","Airpore Old 1"
2,6.195,1,334,999,"GFP","Airpore Old 2"
3,8.229,1,334,999,"GFP","Airpore Old 3"
4,3.907,1,334,999,"GFP","Airpore Medium 1"
5,7.957,1,334,999,"GFP","Airpore Medium 2"
6,6.729,1,334,999,"GFP","background"
1,61.341,2,334,999,"RFP","Airpore Old 1"
2,52.04,2,334,999,"RFP","Airpore Old 2"
3,44.945,2,334,999,"RFP","Airpore Old 3"
4,25.382,2,334,999,"RFP","Airpore Medium 1"
5,62.587,2,334,999,"RFP","Airpore Medium 2"
6,45.855,2,334,999,"RFP","background"
1,5.879,1,335,1002,"GFP","Airpore Old 1"
2,6.28,1,335,1002,"GFP","Airpore Old 2"
3,8.425,1,335,1002,"GFP","Airpore Old 3"
4,3.909,1,335,1002,"GFP","Airpore Medium 1"
5,7.807,1,335,1002,"GFP","Airpore Medium 2"
6,6.781,1,335,1002,"GFP","background"
1,61.438,2,335,1002,"RFP","Airpore Old 1"
2,52.339,2,335,1002,"RFP","Airpore Old 2"
3,44.377,2,335,1002,"RFP","Airpore Old 3"
4,25.813,2,335,1002,"RFP","Airpore Medium 1"
5,63.174,2,335,1002,"RFP","Airpore Medium 2"
6,45.829,2,335,1002,"RFP","background"
1,5.823,1,336,1005,"GFP","Airpore Old 1"
2,6.136,1,336,1005,"GFP","Airpore Old 2"
3,8.214,1,336,1005,"GFP","Airpore Old 3"
4,3.758,1,336,1005,"GFP","Airpore Medium 1"
5,7.75,1,336,1005,"GFP","Airpore Medium 2"
6,6.884,1,336,1005,"GFP","background"
1,60.766,2,336,1005,"RFP","Airpore Old 1"
2,52.375,2,336,1005,"RFP","Airpore Old 2"
3,44.412,2,336,1005,"RFP","Airpore Old 3"
4,25.595,2,336,1005,"RFP","Airpore Medium 1"
5,63.244,2,336,1005,"RFP","Airpore Medium 2"
6,45.82,2,336,1005,"RFP","background"
1,5.943,1,337,1008,"GFP","Airpore Old 1"
2,6.199,1,337,1008,"GFP","Airpore Old 2"
3,8.263,1,337,1008,"GFP","Airpore Old 3"
4,3.885,1,337,1008,"GFP","Airpore Medium 1"
5,7.89,1,337,1008,"GFP","Airpore Medium 2"
6,6.778,1,337,1008,"GFP","background"
1,60.904,2,337,1008,"RFP","Airpore Old 1"
2,51.991,2,337,1008,"RFP","Airpore Old 2"
3,44.287,2,337,1008,"RFP","Airpore Old 3"
4,25.144,2,337,1008,"RFP","Airpore Medium 1"
5,62.439,2,337,1008,"RFP","Airpore Medium 2"
6,46.058,2,337,1008,"RFP","background"
1,5.653,1,338,1011,"GFP","Airpore Old 1"
2,6.381,1,338,1011,"GFP","Airpore Old 2"
3,8.457,1,338,1011,"GFP","Airpore Old 3"
4,3.895,1,338,1011,"GFP","Airpore Medium 1"
5,7.928,1,338,1011,"GFP","Airpore Medium 2"
6,6.717,1,338,1011,"GFP","background"
1,61.205,2,338,1011,"RFP","Airpore Old 1"
2,51.769,2,338,1011,"RFP","Airpore Old 2"
3,44.177,2,338,1011,"RFP","Airpore Old 3"
4,25.368,2,338,1011,"RFP","Airpore Medium 1"
5,63.446,2,338,1011,"RFP","Airpore Medium 2"
6,45.547,2,338,1011,"RFP","background"
1,5.695,1,339,1014,"GFP","Airpore Old 1"
2,6.344,1,339,1014,"GFP","Airpore Old 2"
3,8.32,1,339,1014,"GFP","Airpore Old 3"
4,3.746,1,339,1014,"GFP","Airpore Medium 1"
5,8.049,1,339,1014,"GFP","Airpore Medium 2"
6,6.716,1,339,1014,"GFP","background"
1,61.114,2,339,1014,"RFP","Airpore Old 1"
2,52.224,2,339,1014,"RFP","Airpore Old 2"
3,44.336,2,339,1014,"RFP","Airpore Old 3"
4,25.054,2,339,1014,"RFP","Airpore Medium 1"
5,63.077,2,339,1014,"RFP","Airpore Medium 2"
6,45.533,2,339,1014,"RFP","background"
1,5.815,1,340,1017,"GFP","Airpore Old 1"
2,6.472,1,340,1017,"GFP","Airpore Old 2"
3,8.278,1,340,1017,"GFP","Airpore Old 3"
4,3.751,1,340,1017,"GFP","Airpore Medium 1"
5,7.802,1,340,1017,"GFP","Airpore Medium 2"
6,6.655,1,340,1017,"GFP","background"
1,60.918,2,340,1017,"RFP","Airpore Old 1"
2,52.24,2,340,1017,"RFP","Airpore Old 2"
3,43.466,2,340,1017,"RFP","Airpore Old 3"
4,25.103,2,340,1017,"RFP","Airpore Medium 1"
5,62.604,2,340,1017,"RFP","Airpore Medium 2"
6,45.951,2,340,1017,"RFP","background"
1,5.603,1,341,1020,"GFP","Airpore Old 1"
2,6.389,1,341,1020,"GFP","Airpore Old 2"
3,8.499,1,341,1020,"GFP","Airpore Old 3"
4,3.732,1,341,1020,"GFP","Airpore Medium 1"
5,7.81,1,341,1020,"GFP","Airpore Medium 2"
6,6.773,1,341,1020,"GFP","background"
1,61.214,2,341,1020,"RFP","Airpore Old 1"
2,51.967,2,341,1020,"RFP","Airpore Old 2"
3,44.086,2,341,1020,"RFP","Airpore Old 3"
4,24.945,2,341,1020,"RFP","Airpore Medium 1"
5,62.529,2,341,1020,"RFP","Airpore Medium 2"
6,45.568,2,341,1020,"RFP","background"
1,5.799,1,342,1023,"GFP","Airpore Old 1"
2,6.203,1,342,1023,"GFP","Airpore Old 2"
3,8.5,1,342,1023,"GFP","Airpore Old 3"
4,3.72,1,342,1023,"GFP","Airpore Medium 1"
5,7.923,1,342,1023,"GFP","Airpore Medium 2"
6,6.701,1,342,1023,"GFP","background"
1,61.341,2,342,1023,"RFP","Airpore Old 1"
2,51.651,2,342,1023,"RFP","Airpore Old 2"
3,44.445,2,342,1023,"RFP","Airpore Old 3"
4,25.334,2,342,1023,"RFP","Airpore Medium 1"
5,63.222,2,342,1023,"RFP","Airpore Medium 2"
6,45.753,2,342,1023,"RFP","background"
1,5.721,1,343,1026,"GFP","Airpore Old 1"
2,5.946,1,343,1026,"GFP","Airpore Old 2"
3,8.416,1,343,1026,"GFP","Airpore Old 3"
4,3.878,1,343,1026,"GFP","Airpore Medium 1"
5,7.958,1,343,1026,"GFP","Airpore Medium 2"
6,6.68,1,343,1026,"GFP","background"
1,60.117,2,343,1026,"RFP","Airpore Old 1"
2,51.853,2,343,1026,"RFP","Airpore Old 2"
3,44.794,2,343,1026,"RFP","Airpore Old 3"
4,25.528,2,343,1026,"RFP","Airpore Medium 1"
5,62.475,2,343,1026,"RFP","Airpore Medium 2"
6,45.95,2,343,1026,"RFP","background"
1,5.45,1,344,1029,"GFP","Airpore Old 1"
2,6.162,1,344,1029,"GFP","Airpore Old 2"
3,8.37,1,344,1029,"GFP","Airpore Old 3"
4,3.765,1,344,1029,"GFP","Airpore Medium 1"
5,7.822,1,344,1029,"GFP","Airpore Medium 2"
6,6.794,1,344,1029,"GFP","background"
1,61.564,2,344,1029,"RFP","Airpore Old 1"
2,51.644,2,344,1029,"RFP","Airpore Old 2"
3,44.442,2,344,1029,"RFP","Airpore Old 3"
4,25.363,2,344,1029,"RFP","Airpore Medium 1"
5,63.04,2,344,1029,"RFP","Airpore Medium 2"
6,45.963,2,344,1029,"RFP","background"
1,5.682,1,345,1032,"GFP","Airpore Old 1"
2,6.28,1,345,1032,"GFP","Airpore Old 2"
3,8.485,1,345,1032,"GFP","Airpore Old 3"
4,4.02,1,345,1032,"GFP","Airpore Medium 1"
5,8.038,1,345,1032,"GFP","Airpore Medium 2"
6,6.836,1,345,1032,"GFP","background"
1,61.214,2,345,1032,"RFP","Airpore Old 1"
2,51.334,2,345,1032,"RFP","Airpore Old 2"
3,44.747,2,345,1032,"RFP","Airpore Old 3"
4,25.489,2,345,1032,"RFP","Airpore Medium 1"
5,63.235,2,345,1032,"RFP","Airpore Medium 2"
6,45.698,2,345,1032,"RFP","background"
1,5.729,1,346,1035,"GFP","Airpore Old 1"
2,6.267,1,346,1035,"GFP","Airpore Old 2"
3,8.386,1,346,1035,"GFP","Airpore Old 3"
4,3.708,1,346,1035,"GFP","Airpore Medium 1"
5,8.066,1,346,1035,"GFP","Airpore Medium 2"
6,6.693,1,346,1035,"GFP","background"
1,61.182,2,346,1035,"RFP","Airpore Old 1"
2,51.219,2,346,1035,"RFP","Airpore Old 2"
3,44.623,2,346,1035,"RFP","Airpore Old 3"
4,25.375,2,346,1035,"RFP","Airpore Medium 1"
5,63.274,2,346,1035,"RFP","Airpore Medium 2"
6,45.778,2,346,1035,"RFP","background"
1,5.563,1,347,1038,"GFP","Airpore Old 1"
2,6.091,1,347,1038,"GFP","Airpore Old 2"
3,8.585,1,347,1038,"GFP","Airpore Old 3"
4,3.813,1,347,1038,"GFP","Airpore Medium 1"
5,8.011,1,347,1038,"GFP","Airpore Medium 2"
6,6.737,1,347,1038,"GFP","background"
1,61.248,2,347,1038,"RFP","Airpore Old 1"
2,52.238,2,347,1038,"RFP","Airpore Old 2"
3,44.991,2,347,1038,"RFP","Airpore Old 3"
4,25.31,2,347,1038,"RFP","Airpore Medium 1"
5,63.865,2,347,1038,"RFP","Airpore Medium 2"
6,45.737,2,347,1038,"RFP","background"
1,5.781,1,348,1041,"GFP","Airpore Old 1"
2,6.422,1,348,1041,"GFP","Airpore Old 2"
3,8.158,1,348,1041,"GFP","Airpore Old 3"
4,3.79,1,348,1041,"GFP","Airpore Medium 1"
5,7.727,1,348,1041,"GFP","Airpore Medium 2"
6,6.633,1,348,1041,"GFP","background"
1,61.475,2,348,1041,"RFP","Airpore Old 1"
2,51.298,2,348,1041,"RFP","Airpore Old 2"
3,43.86,2,348,1041,"RFP","Airpore Old 3"
4,25.923,2,348,1041,"RFP","Airpore Medium 1"
5,63.931,2,348,1041,"RFP","Airpore Medium 2"
6,45.927,2,348,1041,"RFP","background"
1,5.768,1,349,1044,"GFP","Airpore Old 1"
2,6.309,1,349,1044,"GFP","Airpore Old 2"
3,8.164,1,349,1044,"GFP","Airpore Old 3"
4,3.847,1,349,1044,"GFP","Airpore Medium 1"
5,7.712,1,349,1044,"GFP","Airpore Medium 2"
6,6.707,1,349,1044,"GFP","background"
1,61.268,2,349,1044,"RFP","Airpore Old 1"
2,51.319,2,349,1044,"RFP","Airpore Old 2"
3,44.207,2,349,1044,"RFP","Airpore Old 3"
4,25.106,2,349,1044,"RFP","Airpore Medium 1"
5,63.1,2,349,1044,"RFP","Airpore Medium 2"
6,46.047,2,349,1044,"RFP","background"
1,5.589,1,350,1047,"GFP","Airpore Old 1"
2,6.242,1,350,1047,"GFP","Airpore Old 2"
3,8.376,1,350,1047,"GFP","Airpore Old 3"
4,3.619,1,350,1047,"GFP","Airpore Medium 1"
5,8.027,1,350,1047,"GFP","Airpore Medium 2"
6,6.775,1,350,1047,"GFP","background"
1,61.209,2,350,1047,"RFP","Airpore Old 1"
2,52.716,2,350,1047,"RFP","Airpore Old 2"
3,44.497,2,350,1047,"RFP","Airpore Old 3"
4,25.381,2,350,1047,"RFP","Airpore Medium 1"
5,62.863,2,350,1047,"RFP","Airpore Medium 2"
6,45.894,2,350,1047,"RFP","background"
1,5.821,1,351,1050,"GFP","Airpore Old 1"
2,6.193,1,351,1050,"GFP","Airpore Old 2"
3,8.719,1,351,1050,"GFP","Airpore Old 3"
4,3.956,1,351,1050,"GFP","Airpore Medium 1"
5,8.006,1,351,1050,"GFP","Airpore Medium 2"
6,6.708,1,351,1050,"GFP","background"
1,61.177,2,351,1050,"RFP","Airpore Old 1"
2,51.595,2,351,1050,"RFP","Airpore Old 2"
3,44.235,2,351,1050,"RFP","Airpore Old 3"
4,25.573,2,351,1050,"RFP","Airpore Medium 1"
5,62.365,2,351,1050,"RFP","Airpore Medium 2"
6,46.149,2,351,1050,"RFP","background"
1,5.647,1,352,1053,"GFP","Airpore Old 1"
2,6.246,1,352,1053,"GFP","Airpore Old 2"
3,8.197,1,352,1053,"GFP","Airpore Old 3"
4,3.748,1,352,1053,"GFP","Airpore Medium 1"
5,7.949,1,352,1053,"GFP","Airpore Medium 2"
6,6.813,1,352,1053,"GFP","background"
1,60.384,2,352,1053,"RFP","Airpore Old 1"
2,52.143,2,352,1053,"RFP","Airpore Old 2"
3,44.247,2,352,1053,"RFP","Airpore Old 3"
4,25.302,2,352,1053,"RFP","Airpore Medium 1"
5,62.871,2,352,1053,"RFP","Airpore Medium 2"
6,45.772,2,352,1053,"RFP","background"
1,5.678,1,353,1056,"GFP","Airpore Old 1"
2,6.402,1,353,1056,"GFP","Airpore Old 2"
3,8.164,1,353,1056,"GFP","Airpore Old 3"
4,3.905,1,353,1056,"GFP","Airpore Medium 1"
5,7.734,1,353,1056,"GFP","Airpore Medium 2"
