"Time","1","2","3","4","5"
0,0.104356005788712,0.126640574653023,0.195509922941151,0.139221898365226,0.139557500607829
3,0.102725157385334,0.124889020420243,0.188770755676042,0.144598538260892,0.141524724014556
6,0.103214020665639,0.131917662556143,0.197446057108403,0.150703069141753,0.139083780437474
9,0.104687978756,0.132305583011829,0.191648753910656,0.152691026441807,0.144623276100378
12,0.110187534634118,0.131958995519164,0.199935268097961,0.155529648667267,0.149390149760692
15,0.112804157807701,0.135637747384846,0.195520298646757,0.154866304406305,0.148933174821674
18,0.108541561187718,0.137594361734801,0.196668029875804,0.156917215652036,0.15484988636183
21,0.108622452047381,0.139648517028519,0.199836446586898,0.154064809550881,0.148273420907732
24,0.112130417782056,0.132548806421182,0.199467228082236,0.152065938196365,0.154338334524093
27,0.107232662292253,0.135165497142671,0.203021657372585,0.147010481502439,0.150589912107055
30,0.11004329918682,0.136382978723404,0.200992397299657,0.153276246208359,0.151680864851196
33,0.11032196969697,0.138858406354926,0.198273282899517,0.147554580479452,0.143032903246159
36,0.110233709434936,0.130149429614233,0.203920123154311,0.150354920930742,0.14649980445835
39,0.10654704980494,0.130259111431002,0.20301303634637,0.153268260583461,0.148193228162246
42,0.109376419637179,0.130844800157447,0.207378339334613,0.157361114990364,0.149074266030906
45,0.104393581443868,0.129834208663297,0.206602446152181,0.158349930428614,0.14696085273777
48,0.105727006123596,0.13145501251482,0.200406258103553,0.156658330289151,0.149339616592935
51,0.103652306519253,0.12971013304024,0.209533592691349,0.157601689569105,0.146303389230423
54,0.102461661390946,0.131974158905948,0.203591791411305,0.155539070227498,0.146928739082534
57,0.10496873467386,0.127841419770235,0.207341504922341,0.156620111731844,0.143163727798331
60,0.102007374027038,0.130375403883948,0.200470299127193,0.150532859680284,0.142043380987893
63,0.102659794129793,0.127033627033627,0.204460008163791,0.153425034387895,0.143366845326821
66,0.106358132817062,0.120750312356152,0.20025706940874,0.153792778039912,0.14731843039432
69,0.101369528001956,0.125182967398536,0.19403974926727,0.157508551252345,0.143558830096004
72,0.0997104930857125,0.128484990305543,0.195123503947033,0.15448989704344,0.13911051425863
75,0.101929383054984,0.127189527145946,0.200212585034014,0.149086183537479,0.141068648379693
78,0.100194151009738,0.12316109016913,0.196994529703497,0.152709900609522,0.145014526994668
81,0.102545914354886,0.126721069245752,0.195280235988201,0.156086359945115,0.136236155345344
84,0.0986661794262744,0.125823352032479,0.197663471413899,0.153777255297114,0.140609023517382
87,0.0993229751653563,0.122405118123355,0.201065901842854,0.16045676449133,0.136978033323274
90,0.101865602376091,0.127936644686703,0.199016775195136,0.154698136368709,0.141847956971984
93,0.100126449543548,0.123512556885218,0.197868305760806,0.152091677792612,0.137122723469979
96,0.102797277991981,0.122672800306682,0.19334834133288,0.151979457659641,0.140337423312883
99,0.100516414607156,0.118301514154049,0.192742543340153,0.150897703549061,0.13719541252343
102,0.0962864640546808,0.118007431957417,0.191388475441208,0.152600479402419,0.131787529163604
105,0.0979234806419716,0.121248717863879,0.194259496372172,0.153601694915254,0.134629791982147
108,0.0956935630099728,0.114122468017058,0.196569329032534,0.157961246840775,0.133715883884656
111,0.0971075950329062,0.120056026145535,0.197688629687601,0.151206195331216,0.134286988658086
114,0.0969012884676818,0.118835055338215,0.193105059688177,0.149645792009068,0.131989073281647
117,0.0964054537942432,0.116937073042564,0.189534168733965,0.148050534276793,0.129286759559712
120,0.0964998164239383,0.116553633906512,0.191748810333107,0.150839884621911,0.129511272218513
123,0.0956367710288863,0.112143731861569,0.194964783455717,0.155262253779203,0.130610340722628
126,0.0976362552905404,0.116304660651103,0.194835933297472,0.14837495435265,0.126267023195075
129,0.0965182832328254,0.117097001645234,0.189175875953054,0.150985663082437,0.130627895830005
132,0.0939249271692876,0.11345483650431,0.18662565312658,0.148702846725564,0.131995575920367
135,0.0944583428094913,0.113316708229426,0.195567701439003,0.149165183490126,0.12868293146304
138,0.0971107298241314,0.114746697876609,0.187585034013605,0.1497505103198,0.12966569813851
141,0.0954157378341901,0.110377436748237,0.190374760107135,0.156512843828143,0.12990180450169
144,0.0999004975124378,0.1142014676893,0.198045112781955,0.151157135909832,0.128742231616139
147,0.0913202348149036,0.115417129407084,0.192121879899987,0.151181102362205,0.125688131114536
150,0.0934985467339758,0.112644485706161,0.19169177787344,0.144586378088916,0.129501636958894
153,0.0949949241701787,0.114075574445478,0.19480464625132,0.153217744008683,0.129089525741821
156,0.0944860408014793,0.110419073450868,0.190962288686606,0.151479083809911,0.128697358633896
159,0.0977130024290756,0.109404158890962,0.192273867999399,0.152413160609882,0.124533929903057
162,0.0934641509433962,0.108975975521595,0.191781695982304,0.154488397535556,0.129308143987746
165,0.0951504177001385,0.113170814288133,0.190198737234629,0.151636415606689,0.130935089248249
168,0.093082912047524,0.115294998044118,0.196264459301709,0.153134809535929,0.128515780268702
171,0.088499300846502,0.112597828831103,0.191220914259146,0.146581740976645,0.129877431687844
174,0.09465189440569,0.111010360519201,0.187842926304465,0.148778447604488,0.134321973477827
177,0.09375,0.110253620155688,0.196893744644387,0.149179953140179,0.129360766251773
180,0.0963944189473361,0.114904330312185,0.191490708123273,0.15553035589672,0.128464437341984
183,0.0963961904761905,0.113691931540342,0.186610614818707,0.147924550102545,0.127541471373954
186,0.0959214731395526,0.112509901073529,0.192727969838328,0.149266559706624,0.131618759455371
189,0.0960629441005154,0.115280052684014,0.188548404198918,0.15030071709461,0.131300391155105
192,0.0934296937335052,0.115650074799402,0.194849254272729,0.154615853127991,0.133076984699191
195,0.0933552992861065,0.110259113166485,0.195132799593341,0.149974319465845,0.132682864203871
198,0.0935386299037862,0.115274614238496,0.187195886365085,0.144185115268005,0.133726915899878
201,0.0943015403293118,0.115534194928927,0.191324356570649,0.152026729974501,0.131438578451849
204,0.095200978144582,0.116327560114343,0.18728137240527,0.146431477391608,0.132862613304035
207,0.0938611081439885,0.115181032587557,0.188094174695336,0.155685657695444,0.134083782262604
210,0.0938025480601718,0.116626702719249,0.192284853883022,0.143270789900394,0.130955791081829
213,0.0962579036964981,0.115245548218439,0.192001017898041,0.149496243666647,0.133828346106147
216,0.0989702079476076,0.111634128583281,0.188050765273854,0.150434628348412,0.13101174071655
219,0.0938049342304662,0.116635128161018,0.18944992226931,0.144478545370317,0.130908343608714
222,0.0913276588010784,0.113664132500679,0.186993607969729,0.151004179243093,0.131228836000064
225,0.0936444533551302,0.115169783045537,0.185507307863643,0.150805956177047,0.131730383906388
228,0.0970012757258573,0.115417551551689,0.188731507711678,0.144557524711938,0.135444151275286
231,0.0975094200900652,0.11890155334165,0.188134270101483,0.151083772700644,0.133453929141814
234,0.096770282354011,0.118045624787198,0.191525676857759,0.148148148148148,0.132419650612875
237,0.0944429152521638,0.114403696119413,0.193635131701533,0.154173866412441,0.129900395862597
240,0.0948820812059324,0.113633625363604,0.192865249138134,0.153887192862859,0.131324516979155
243,0.0927293640463722,0.111567721776932,0.195151748971193,0.151418627971451,0.133859523240054
246,0.0930687365452837,0.113152267254879,0.19138704851464,0.148075285550694,0.129302909119423
249,0.0953278639078241,0.116673825272743,0.185279661544205,0.152386816795684,0.131209356575647
252,0.0939145788304058,0.115387873346096,0.186585755349729,0.147001084122008,0.133053555248224
255,0.0910756742840701,0.114377457630029,0.186824552516042,0.153438526895408,0.132984873683377
258,0.0927744171201021,0.111412163658981,0.178056621383387,0.154046148846279,0.13412959473701
261,0.0923475733101578,0.113408070211526,0.190671375120864,0.151696428571429,0.130890640805382
264,0.0934023048315759,0.114302391457364,0.178807250704462,0.149046434494196,0.131312159127366
267,0.0955926192041337,0.11308689258968,0.191102810085746,0.151766348753603,0.133032549145988
270,0.0955941702328556,0.111020280377083,0.183858419185226,0.146436658324395,0.131607009278859
273,0.0939420949102533,0.114099513809869,0.193285443909153,0.153766187477724,0.131493558135836
276,0.0997527592392095,0.111363713481049,0.187384667002181,0.157501820830299,0.13436002957914
279,0.0923391584203086,0.113129910593335,0.184765502045955,0.150564394276064,0.13649332429578
282,0.0966223319164496,0.112879662974791,0.18499076706019,0.151322467012956,0.128420818293129
285,0.0930667672576386,0.111990127964569,0.189005389927573,0.148436326493826,0.128360797918474
288,0.0867502039000519,0.111050902563755,0.181058261217443,0.146563056878268,0.128981623884194
291,0.0935044998946513,0.116179882625904,0.188055374661261,0.144645422297793,0.127734528583785
294,0.0937089343705158,0.110485561641983,0.18544511886697,0.154037527726156,0.130713612071676
297,0.089312210548403,0.111557478368356,0.189326959685266,0.146809645121156,0.130198517401684
300,0.092997496396328,0.11317633818188,0.185485067508849,0.142784825203978,0.130730647583144
303,0.0954826089614279,0.115113307207361,0.189638853248638,0.147945205479452,0.13351581024523
306,0.0940461725394897,0.112829549537219,0.18838451552491,0.148806118454729,0.130834590645597
309,0.0932999468851961,0.115567781311785,0.184908282964429,0.154827451334356,0.133241913366137
312,0.0944119244463219,0.117137217883807,0.195428257841192,0.156287569127194,0.133680831452818
315,0.0914539800808184,0.113716456653659,0.184890904174553,0.142921213933323,0.132531269369527
318,0.0952657782547775,0.115280080682381,0.181557148464129,0.15006391390945,0.134997622444127
321,0.0916257645548592,0.110595266232231,0.188649181290228,0.144264246391906,0.130596251593309
324,0.091023189098733,0.11502200934343,0.180942382510962,0.145526292188574,0.131689172293073
327,0.0917082406683897,0.112047049252568,0.186417828706239,0.143586816092299,0.132785708589202
330,0.092819324950364,0.112882320265289,0.181417576961271,0.14235615786971,0.132640037816119
333,0.0912726945892504,0.116602290552735,0.185561407909038,0.141169820302273,0.126806051334353
336,0.091070549079892,0.114246762099523,0.183909980018929,0.145068459953956,0.129536783022735
339,0.0894295577839882,0.114624505928854,0.183854122442048,0.149280521733928,0.127032615847354
342,0.0920957215373459,0.115567246267892,0.189168278529981,0.150633334345858,0.131658767772512
345,0.0909582619670062,0.113897152571186,0.183819796954315,0.142814182179052,0.127036695671192
348,0.0929297492658685,0.114112889523227,0.178379400151222,0.153933168241157,0.127602011585715
351,0.0933133657806065,0.110341573563858,0.183953073829955,0.143235754728346,0.131884194643531
354,0.0930443578377414,0.113111647139904,0.177156177156177,0.146702927336063,0.127448375044942
357,0.0886704604242111,0.113771429550086,0.179233647594958,0.148319641523525,0.127407638834648
360,0.0886196529038788,0.11529223378703,0.184402409383916,0.14724341619493,0.129707961977305
363,0.0934778022242985,0.111872873258796,0.180032051949133,0.144705706155459,0.125517883466522
